Filename,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Feature_120,Feature_121,Feature_122,Feature_123,Feature_124,Feature_125,Feature_126,Feature_127
Left Turn_original_12.png_acf83d66-6c38-4a73-9ed3-fded6ef69c01.png,3,6,12,8,1,0,0,0,27,29,46,6,0,0,0,5,15,36,36,3,0,0,0,4,6,7,4,2,0,0,1,3,1,3,7,40,36,0,0,0,11,40,136,145,53,0,0,1,143,145,98,24,2,0,0,4,30,31,9,5,0,0,1,5,1,2,2,58,91,0,0,0,61,11,8,123,145,0,0,11,145,68,7,13,13,0,0,35,82,38,5,1,0,0,1,8,0,1,3,36,89,3,0,0,43,15,0,20,145,24,0,1,145,81,0,1,14,3,0,3,58,41,8,0,0,1,1,4
Left Turn_original_12.png_b8a0ba1e-8a8f-4821-995f-18cd06297912.png,126,2,0,0,0,0,1,12,109,2,0,0,0,0,7,25,159,9,0,0,0,0,0,8,38,1,0,0,1,1,0,1,159,1,0,0,0,0,1,17,122,1,0,0,0,0,10,38,159,8,0,0,0,0,0,12,55,2,0,1,4,2,0,1,159,1,0,0,0,0,0,21,112,0,0,0,0,0,13,47,159,4,0,0,0,0,1,23,61,1,0,1,12,2,0,3,159,7,0,0,0,0,0,3,107,3,0,0,0,0,2,12,159,12,0,0,0,0,0,4,52,3,0,0,14,1,0,0
Left Turn_original_12.png_b97b5f6b-627a-40b4-b21b-feb34dd3148a.png,0,16,169,5,0,0,0,0,17,104,119,1,4,1,0,0,13,17,3,1,10,6,2,2,7,2,0,0,0,0,0,2,39,57,169,1,0,0,0,5,169,156,64,0,0,0,0,13,107,18,1,0,3,3,2,3,3,2,0,0,1,1,0,1,101,4,2,0,0,0,0,33,169,2,0,0,0,0,0,57,120,1,1,1,1,1,0,8,2,0,0,0,1,1,1,1,99,0,0,0,0,0,0,29,169,0,0,0,0,0,0,55,72,1,0,0,2,2,0,9,1,0,0,0,0,0,0,1
Left Turn_original_12.png_b9db23d8-7ae4-4877-8576-4da9e432388a.png,153,55,1,0,0,0,0,0,105,46,11,0,0,0,0,0,138,30,1,0,0,0,0,1,14,1,0,0,1,4,1,1,153,42,0,0,0,0,2,30,153,33,5,0,0,0,6,20,153,27,1,0,0,0,1,9,23,4,3,2,2,1,0,0,153,1,0,0,0,0,36,153,92,1,0,0,0,0,55,111,119,10,1,0,0,0,11,50,15,9,16,4,0,0,0,0,153,11,0,0,0,0,10,55,82,5,0,0,0,0,11,25,49,4,0,0,0,0,3,11,10,2,2,0,0,0,0,1
Left Turn_original_12.png_c56b5d18-e550-43d3-9fdf-612e5b96ab64.png,7,18,79,49,19,0,0,0,59,14,33,7,5,4,5,14,139,8,1,0,4,13,145,127,19,1,0,0,0,0,145,97,71,22,13,0,0,0,12,30,129,13,4,0,0,0,42,35,145,34,1,0,0,0,8,43,70,24,8,1,0,0,13,11,65,0,0,0,0,0,60,145,28,0,0,0,0,0,145,118,145,13,3,0,0,0,27,111,22,26,24,2,0,0,0,0,34,0,0,0,0,0,5,27,4,0,0,0,0,0,22,15,13,1,0,0,0,0,3,10,2,1,1,0,0,0,0,0
Left Turn_original_12.png_c752f876-bb93-4319-9814-d4bcdcb639b9.png,16,2,0,0,0,0,0,1,97,11,0,0,0,0,4,18,101,13,0,0,0,0,19,24,159,53,0,0,0,0,1,12,12,0,0,0,0,0,0,4,150,3,0,0,0,0,13,92,67,1,0,0,0,0,90,101,159,23,0,0,0,0,8,50,7,1,0,0,0,0,0,1,159,32,0,0,0,0,1,16,104,16,0,0,0,0,13,19,159,58,0,0,0,0,1,5,1,0,0,0,0,0,0,0,154,34,0,0,0,0,0,0,101,23,0,0,0,0,0,0,159,45,0,0,0,0,0,0
Left Turn_original_12.png_c7db12ec-e11b-4445-af6c-4087ff493c21.png,0,21,147,0,0,0,0,0,0,43,130,0,0,0,0,0,11,51,27,0,0,0,0,0,3,2,0,0,0,0,0,0,1,50,152,0,0,0,0,1,30,147,152,0,0,0,0,3,152,152,37,0,0,0,0,2,22,5,0,0,0,0,0,0,8,11,33,0,0,0,4,24,123,33,29,0,0,0,0,72,152,26,2,0,0,0,0,48,34,1,0,0,0,0,0,2,23,0,0,0,0,0,0,17,145,0,0,0,0,0,0,43,152,0,0,0,0,0,0,31,22,0,0,0,0,0,0,1
Left Turn_original_12.png_cd3fa909-819c-4c38-b00f-a75fc19bdc2e.png,95,18,0,0,0,0,0,1,166,22,0,0,0,0,0,1,114,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,92,9,0,0,0,2,17,12,166,17,0,0,0,0,1,8,157,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,25,0,0,0,0,4,166,47,166,1,0,0,0,0,61,157,121,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,25,16,0,0,0,0,0,98,100,16,0,0,0,0,0,2,23,1,0,0,0,0,0,0,0
Left Turn_original_12.png_d6304a28-4b81-429d-970f-777915fa4f4f.png,22,1,0,0,0,0,1,5,102,4,0,0,0,0,1,7,159,16,0,0,0,0,2,12,168,52,0,0,0,0,0,0,20,0,0,0,0,0,4,15,133,3,0,0,0,0,1,21,152,9,0,0,0,0,6,29,168,57,0,0,0,0,0,3,22,1,0,0,0,0,2,8,138,11,0,0,0,0,0,7,127,11,0,0,0,0,3,16,168,58,0,0,0,0,0,3,16,0,0,0,0,0,1,7,113,3,0,0,0,0,1,10,92,3,0,0,0,0,5,29,168,31,0,0,0,0,1,7
Left Turn_original_12.png_d730e109-b3dc-404b-acfc-7db310a07db4.png,5,45,80,0,0,0,0,0,7,34,104,1,0,0,0,0,72,58,23,0,0,0,0,0,18,4,0,0,0,0,0,0,3,77,168,0,0,0,0,0,20,100,168,1,0,0,0,0,168,168,53,0,0,0,0,2,47,11,0,0,0,0,0,0,17,15,29,0,0,1,3,14,98,23,48,2,3,5,6,16,168,40,6,0,0,0,0,42,74,2,0,0,0,0,0,5,12,0,0,0,0,2,18,37,78,0,0,0,0,10,36,44,168,0,0,0,0,0,1,76,43,0,0,0,0,0,0,6
Left Turn_original_12.png_d738c744-0be3-4b0c-90d8-4a429089ca6a.png,99,19,0,0,0,0,0,1,164,24,0,0,0,0,0,1,111,5,0,0,0,0,0,1,3,0,0,0,0,0,0,1,100,10,0,0,0,1,14,12,164,21,0,0,0,0,0,6,155,4,0,0,0,0,0,3,3,0,0,0,0,0,0,1,29,0,0,0,0,3,164,51,164,2,0,0,0,0,50,148,128,1,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,164,31,20,0,0,0,0,0,98,111,21,0,0,0,0,0,2,27,1,0,0,0,0,0,0,0
Left Turn_original_12.png_d7516092-cf45-4ebb-b705-5a1cc2e70dc0.png,0,0,18,3,0,0,0,0,65,142,95,7,0,0,0,0,114,142,63,3,0,0,0,0,22,46,86,6,0,0,0,0,0,0,3,1,0,0,1,0,135,51,16,2,0,0,23,31,142,86,3,0,0,0,9,61,57,14,5,0,0,0,33,34,0,0,0,0,0,0,3,1,44,1,0,0,0,0,133,120,142,6,0,0,0,0,39,142,26,1,0,0,0,0,79,72,0,0,0,0,0,0,0,0,24,0,0,0,0,0,29,28,142,7,0,0,0,0,11,77,33,1,0,0,0,0,45,38
Left Turn_original_12.png_e16b3e9d-9ce9-416b-a1ee-d875672f1567.png,54,0,0,0,0,0,0,7,111,1,0,0,0,0,3,13,200,3,0,0,0,0,0,5,70,1,0,0,0,0,0,1,77,0,0,0,0,0,1,12,135,0,0,0,0,0,5,21,200,3,0,0,0,0,0,8,90,2,0,0,0,0,0,1,72,0,0,0,0,0,2,28,118,0,0,0,0,0,11,35,200,1,0,0,0,0,0,22,82,2,0,0,0,0,0,5,72,0,0,0,0,0,0,9,100,0,0,0,0,0,3,14,200,3,0,0,0,0,0,7,64,1,0,0,0,0,0,1
Left Turn_original_12.png_e3396bcf-0e1e-474d-8112-1c8b00571f4e.png,0,1,7,0,0,0,0,0,1,10,58,0,0,0,1,0,6,19,19,0,0,0,0,1,2,2,2,0,0,0,0,0,0,6,55,0,0,0,0,0,23,118,184,0,0,0,0,0,156,184,101,0,0,0,0,3,21,5,0,0,0,1,4,3,0,1,14,0,0,0,0,0,151,46,74,0,0,0,0,8,184,52,9,0,0,0,0,34,41,2,2,0,0,1,1,4,0,1,16,0,0,0,0,0,166,44,42,0,0,0,0,4,184,31,3,0,0,0,0,12,22,11,15,0,0,0,0,0
Left Turn_original_12.png_e3c37daf-65d9-4099-adc5-000c5db88020.png,61,0,0,0,0,0,3,20,91,1,0,0,0,2,11,17,196,5,0,0,0,0,0,9,78,2,0,0,0,0,0,0,97,2,0,0,0,0,1,9,114,3,0,0,1,2,5,9,196,13,0,0,0,0,0,5,105,3,0,0,0,0,0,0,96,0,0,0,0,0,5,31,89,0,0,0,0,4,24,30,196,3,0,0,0,0,1,24,110,1,0,0,0,0,0,1,102,3,0,0,0,0,1,6,75,2,0,0,1,2,4,6,196,9,0,0,0,0,0,4,87,2,0,0,0,0,0,0
Left Turn_original_12.png_ea864fb2-0469-44e9-a751-cb7e1aec7f97.png,0,0,0,0,0,0,16,7,149,8,0,0,0,0,42,116,149,17,0,0,0,0,25,102,18,2,0,0,0,0,43,44,0,0,0,0,0,0,4,1,149,25,0,0,0,0,34,54,149,58,0,0,0,0,9,71,28,3,0,0,0,0,40,32,0,0,0,0,0,0,4,1,36,1,0,0,0,0,149,149,149,5,0,0,0,0,43,149,21,1,0,0,1,3,65,53,0,0,0,0,0,0,0,0,12,0,0,0,0,0,42,33,131,6,0,0,0,0,17,65,32,1,0,0,2,2,3,8
Left Turn_original_12.png_efeb633d-5949-46e5-9fea-8185a6a1f524.png,95,18,0,0,0,0,0,1,166,22,0,0,0,0,0,1,112,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,10,0,0,0,1,16,12,166,19,0,0,0,0,1,7,157,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,26,0,0,0,0,4,166,48,166,2,0,0,0,0,59,154,122,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,28,17,0,0,0,0,0,99,104,16,0,0,0,0,0,2,24,1,0,0,0,0,0,0,0
Left Turn_original_12.png_f20058bb-9257-4bee-b84d-2a2a91ef5336.png,3,82,78,0,0,0,0,0,39,114,84,0,0,0,0,4,43,56,10,0,0,0,0,4,0,2,4,7,7,0,0,0,5,142,142,0,0,0,0,0,142,142,44,0,0,0,0,19,114,24,5,0,0,0,0,18,2,4,4,2,1,1,1,1,62,71,59,0,0,0,2,24,142,96,16,0,0,0,0,101,99,41,10,0,0,0,0,13,18,10,1,0,0,0,0,3,87,0,0,0,0,5,20,98,142,0,0,0,0,0,2,142,44,2,0,0,0,0,2,31,18,0,0,0,0,0,0,9
Left Turn_original_12.png_fac9c642-66e8-4e68-a2b3-423a1fc2a486.png,0,0,18,92,147,2,0,0,0,1,56,34,60,1,0,0,0,1,9,21,63,13,29,3,118,1,0,0,5,4,45,28,0,0,147,147,88,0,0,0,40,23,104,41,17,1,1,4,147,17,12,2,8,9,131,106,62,0,0,0,0,2,147,127,0,0,38,24,8,1,0,0,90,9,14,4,2,0,0,1,147,11,1,0,0,0,8,25,94,2,0,0,0,0,25,22,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Left Turn_original_13.png_001deeca-2808-4b02-a955-b23703931f60.png,1,0,0,0,1,17,14,1,154,38,0,0,0,9,4,4,154,62,0,0,0,0,0,0,68,15,0,0,0,0,0,0,0,0,0,0,0,17,90,7,112,12,0,0,0,27,79,43,154,35,0,0,0,0,9,73,93,7,0,0,0,0,0,16,0,0,0,0,0,4,154,73,10,0,0,0,0,8,154,146,66,1,0,0,0,0,99,154,18,0,0,0,0,0,4,43,0,0,0,0,0,0,102,42,0,0,0,0,0,0,77,31,0,0,0,0,0,0,22,18,0,0,0,0,0,0,1,2
Left Turn_original_13.png_06273ad8-e05f-4f3f-b811-72f5fb4a1b1e.png,128,130,0,0,0,0,0,0,119,130,6,0,0,0,0,2,87,82,2,0,0,0,0,8,24,25,5,3,0,0,0,0,97,51,0,0,0,0,31,73,130,95,0,0,0,0,6,79,98,18,0,0,0,0,9,71,39,25,3,1,0,0,0,4,14,1,0,0,0,0,106,130,130,69,0,0,0,0,14,82,103,56,0,0,0,0,2,18,32,15,0,0,0,0,1,12,1,0,0,0,0,0,40,41,60,24,0,0,0,0,54,114,83,18,0,0,0,0,14,97,6,0,0,0,0,0,8,28
Left Turn_original_13.png_19d3216d-961c-4491-8db7-9b5d9f7c27f4.png,134,134,0,0,0,0,2,3,134,134,1,1,0,0,0,1,6,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,78,46,0,0,0,0,47,78,134,127,0,0,0,0,13,95,59,8,0,0,0,0,12,32,0,0,0,0,0,0,0,0,6,0,0,0,0,1,134,134,134,48,0,0,0,0,32,125,102,46,0,0,0,0,4,18,1,0,0,0,0,0,2,3,0,0,0,0,3,6,59,37,39,14,0,0,0,0,73,115,62,13,0,0,0,0,21,104,1,0,0,0,0,0,7,13
Left Turn_original_13.png_1e49c3ce-699c-407e-a782-662392314e5e.png,80,15,0,0,0,0,0,1,167,15,0,0,0,0,0,2,131,5,0,0,0,0,0,2,3,0,0,0,0,0,0,1,82,6,0,0,0,2,14,9,167,8,0,0,0,0,0,12,157,2,0,0,0,0,0,13,3,0,0,0,0,0,0,2,26,0,0,0,0,9,167,34,167,2,0,0,0,0,57,135,131,2,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,1,167,19,24,0,0,0,0,0,108,110,23,0,0,0,0,0,2,27,2,0,0,0,0,0,0,0
Left Turn_original_13.png_1e4c69da-8657-42f5-af36-7c5dd7e2eb3b.png,0,23,169,0,0,0,0,0,14,100,109,2,6,1,0,0,11,14,3,2,10,5,2,2,6,2,0,0,0,0,0,1,39,67,169,0,0,0,0,5,169,169,68,0,0,0,0,11,97,18,1,1,4,4,2,3,2,2,0,0,1,1,0,1,104,4,2,0,0,0,0,33,169,3,0,0,0,0,0,56,115,1,0,1,2,1,0,8,1,0,0,0,1,1,0,1,102,0,0,0,0,0,0,28,169,0,0,0,0,0,0,50,70,1,0,1,3,2,0,8,1,0,0,0,0,0,0,1
Left Turn_original_13.png_1ecd0f38-897b-4529-b68e-f924b19cbe00.png,149,55,0,0,0,0,0,0,121,52,9,0,0,0,0,0,133,33,1,0,0,0,0,1,14,1,0,0,0,0,2,2,149,38,0,0,0,0,6,39,149,32,4,0,0,0,8,27,149,25,1,0,0,0,2,11,24,5,6,0,0,0,0,1,149,2,0,0,0,0,56,149,107,1,0,0,0,0,49,118,108,7,1,0,0,0,13,51,16,7,12,1,0,0,0,0,147,10,0,0,0,0,14,45,101,6,0,0,0,0,7,25,52,3,0,0,0,0,3,10,12,2,1,0,0,0,0,0
Left Turn_original_13.png_23836dc1-8b3f-481d-80d7-364b767149be.png,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,9,21,0,0,0,0,1,11,7,3,0,0,0,0,8,78,1,1,0,0,0,0,0,1,71,105,0,0,0,0,2,28,137,129,0,0,0,0,4,86,30,4,0,0,0,0,22,137,36,16,1,0,0,0,1,32,78,13,0,0,0,0,27,137,137,101,6,1,0,0,7,135,49,137,16,3,0,0,1,18,56,66,8,5,3,2,0,11,116,137,9,2,0,0,4,73,12,67,60,49,0,0,2,18,10,137,56,11,0,0,0,0
Left Turn_original_13.png_23c87a85-f4fd-4dbe-a856-8649dc4cbd64.png,79,15,0,0,0,0,0,1,167,14,0,0,0,0,0,2,131,5,0,0,0,0,0,2,3,0,0,0,0,0,0,1,82,6,0,0,0,2,14,9,167,8,0,0,0,0,0,12,157,2,0,0,0,0,0,13,3,0,0,0,0,0,0,2,26,0,0,0,0,9,167,34,167,2,0,0,0,0,57,135,131,2,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,1,167,19,24,0,0,0,0,0,108,110,23,0,0,0,0,0,2,27,2,0,0,0,0,0,0,0
Left Turn_original_13.png_2611949c-0f47-4ae0-934f-72e1096ae171.png,0,1,9,0,0,0,1,0,0,8,66,2,2,2,8,0,0,6,23,8,24,10,6,0,0,0,0,1,4,4,11,0,0,6,62,0,0,0,0,0,22,107,178,1,0,0,0,0,157,157,112,5,3,1,8,13,17,2,0,0,1,9,46,9,0,1,17,0,0,0,0,0,141,46,79,0,0,0,0,8,178,55,9,0,0,0,1,35,44,4,6,1,5,4,10,7,0,2,24,0,0,0,0,0,129,70,66,0,0,0,0,1,178,114,13,0,0,0,0,5,19,31,60,2,1,0,0,0
Left Turn_original_13.png_2a7be4e0-abcd-48d9-9bce-4d15e8501067.png,148,7,0,0,0,0,0,6,133,3,0,0,0,0,2,20,148,10,0,0,3,0,0,3,11,1,0,3,26,0,0,0,148,12,0,0,0,0,0,6,148,5,0,0,0,0,3,21,148,14,0,0,3,0,0,5,18,1,0,3,38,1,0,0,148,3,0,0,0,0,1,32,126,1,0,0,0,0,19,63,148,4,0,0,3,0,1,27,20,1,0,8,46,1,0,0,148,15,0,0,0,0,0,5,120,10,0,0,0,0,3,10,148,12,0,0,2,0,0,3,18,1,0,0,44,3,0,0
Left Turn_original_13.png_2cdbccf4-e20b-4eef-b386-3bf7aa28ed7f.png,19,1,0,41,101,0,0,4,150,1,0,2,2,0,24,131,45,0,0,0,0,27,150,80,0,0,0,0,0,43,150,1,51,0,0,24,110,0,0,7,150,17,1,0,1,0,0,62,120,24,25,0,0,2,16,24,4,11,17,0,0,4,35,1,56,2,0,16,67,0,0,2,150,90,11,0,0,0,0,5,39,92,142,0,0,0,0,0,0,45,140,0,0,0,0,0,7,0,0,1,5,0,0,0,39,9,2,0,0,0,0,1,5,13,25,0,0,0,0,0,0,11,37,0,0,0,0,0
Left Turn_original_13.png_36cff105-7eee-4ec2-817a-f70d50435cc8.png,3,55,152,3,1,0,0,0,134,152,131,0,0,0,0,9,100,38,2,0,0,0,1,10,0,0,0,0,0,0,0,0,20,12,24,14,17,8,1,2,152,49,10,0,0,0,0,57,152,23,13,0,0,0,0,27,0,0,1,0,0,0,0,0,33,23,20,43,88,9,1,2,152,138,17,1,0,0,0,14,66,91,82,0,0,0,0,2,0,0,2,0,0,0,0,0,40,1,0,13,85,15,8,17,152,28,9,0,0,0,1,45,29,17,21,0,0,0,0,4,0,0,0,0,0,0,0,0
Left Turn_original_13.png_3a6b7fd8-5684-446c-a3d2-1ca507302616.png,31,6,2,2,5,0,0,16,31,7,7,0,0,2,7,21,168,1,0,0,0,0,2,153,119,0,0,0,0,0,0,60,9,19,35,13,8,0,0,1,82,66,70,1,0,0,0,5,168,90,4,0,0,0,0,59,79,27,1,0,0,0,0,14,0,1,9,25,25,0,0,0,149,20,16,2,1,0,0,34,168,57,2,0,0,0,0,69,21,20,1,0,0,0,0,1,0,4,17,28,11,0,0,0,120,69,13,1,0,0,0,14,163,118,30,0,0,0,0,26,3,2,1,0,0,0,0,1
Left Turn_original_13.png_3e7d11e7-bd0c-4abe-b877-49efb223e625.png,106,1,0,0,0,0,9,32,101,1,0,0,0,0,23,37,167,5,0,0,0,0,0,17,40,1,0,0,0,0,0,0,167,3,0,0,0,0,5,20,115,2,0,0,0,0,15,25,167,13,0,0,0,0,0,10,55,2,0,0,0,0,0,0,167,1,0,0,0,0,7,39,82,0,0,0,0,0,33,45,167,4,0,0,0,0,1,28,62,1,0,0,0,0,0,0,167,7,0,0,0,0,1,9,68,2,0,0,0,0,7,10,167,13,0,0,0,0,0,4,51,3,0,0,0,0,0,0
Left Turn_original_13.png_3f53552b-50e8-4d0e-81cb-5a252b7b9a6b.png,0,27,164,0,0,0,0,0,14,110,118,1,4,1,0,0,12,19,4,2,11,5,2,2,6,1,0,0,0,0,1,2,36,68,164,0,0,0,0,5,164,164,61,0,0,0,0,11,116,22,0,0,3,3,2,4,2,1,0,0,1,1,1,1,95,4,1,0,0,0,0,31,164,2,0,0,0,0,0,56,133,2,0,1,2,1,0,9,1,0,0,0,1,0,1,1,90,0,0,0,0,0,0,29,164,0,0,0,0,0,0,56,79,0,0,1,2,2,1,11,0,0,0,0,1,0,1,1
Left Turn_original_13.png_532c2ac9-9ea6-403a-acb9-5bb6d7695b5a.png,0,21,164,1,0,0,0,0,13,107,118,1,4,1,0,0,12,19,4,2,11,5,2,1,7,1,0,0,0,1,1,2,34,64,164,0,0,0,0,4,164,164,64,0,0,0,0,11,116,23,1,0,3,3,2,4,2,1,0,0,2,1,1,1,94,4,1,0,0,0,0,30,164,2,0,0,0,0,0,54,137,2,0,1,2,1,0,9,1,0,0,0,1,1,0,0,90,0,0,0,0,0,0,29,164,0,0,0,0,0,0,55,82,0,0,0,2,1,0,11,0,0,0,0,1,1,0,1
Left Turn_original_13.png_5495d9a5-fb84-4c34-9aa8-1f6289560f97.png,0,36,12,0,0,0,0,0,0,6,12,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,142,163,78,0,0,0,0,3,21,107,163,0,0,0,0,0,107,111,29,0,0,0,0,1,20,4,0,0,0,0,0,0,163,43,6,0,0,0,1,48,109,32,31,0,0,0,2,16,163,28,4,0,0,0,0,30,36,1,0,0,0,0,0,3,163,0,0,0,0,0,6,72,78,0,0,0,0,1,19,49,163,0,0,0,0,0,0,52,20,0,0,0,0,0,0,3
Left Turn_original_13.png_55c86dfc-0b97-468a-8fdd-ca5ca7476ba8.png,15,135,57,1,0,0,0,2,2,135,60,9,1,0,0,0,21,32,7,2,0,0,0,33,17,1,0,0,2,16,31,96,52,77,5,0,0,0,0,28,37,135,44,0,0,0,0,8,135,135,10,0,0,0,0,49,79,9,0,0,0,1,4,77,18,81,13,0,0,0,0,3,135,58,5,0,0,0,0,92,135,35,0,0,0,0,0,135,39,14,0,0,0,0,0,3,15,30,4,0,0,1,0,4,135,135,2,0,0,0,0,19,62,74,2,0,0,0,0,23,1,0,0,0,0,0,0,0
Left Turn_original_13.png_56f7c99e-68fb-4984-9d15-eeccf32b050f.png,0,25,171,1,0,0,0,0,11,91,95,2,8,2,0,0,10,10,2,2,10,5,2,2,6,2,0,0,0,0,0,1,46,80,171,0,0,0,0,5,171,171,66,0,0,0,0,11,77,15,0,0,4,4,2,4,3,2,0,0,1,0,0,1,123,5,2,0,0,0,0,35,171,3,0,0,0,0,0,58,91,2,0,1,3,1,0,6,2,0,0,0,1,1,0,1,118,0,0,0,0,0,0,34,171,0,0,0,0,0,0,59,52,0,0,0,3,1,1,7,1,0,0,0,0,0,0,2
Left Turn_original_13.png_5b9b32b6-c8b8-4eaf-b413-649ccd40f62f.png,79,15,0,0,0,0,0,1,167,14,0,0,0,0,0,2,131,5,0,0,0,0,0,2,3,1,0,0,0,0,0,1,81,6,0,0,0,2,14,9,167,8,0,0,0,0,0,12,157,2,0,0,0,0,0,13,3,0,0,0,0,0,0,2,26,0,0,0,0,9,167,34,167,2,0,0,0,0,57,136,130,2,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,1,167,18,23,0,0,0,0,0,108,109,23,0,0,0,0,0,2,26,2,0,0,0,0,0,0,0
Left Turn_original_13.png_603e5a7b-ebef-4a03-824c-173cc8283e11.png,147,8,0,0,0,0,0,0,133,3,0,0,0,0,0,4,147,4,0,0,1,0,0,1,20,1,0,0,37,2,0,0,147,9,0,0,0,0,0,1,147,4,0,0,0,0,1,6,147,5,0,0,1,0,0,2,28,1,0,0,43,3,0,0,147,3,0,0,0,0,0,5,147,1,0,0,0,0,3,22,147,1,0,0,1,0,1,11,31,0,0,0,35,5,0,0,147,4,0,0,0,0,0,5,147,2,0,0,0,0,3,13,135,2,0,0,0,0,1,7,25,0,0,0,23,3,0,0
Left Turn_original_13.png_60af84ba-4767-4cb3-9ced-b620b3e1d4d0.png,92,15,0,0,0,0,0,1,165,14,0,0,0,0,0,2,123,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,94,8,0,0,0,1,13,10,165,12,0,0,0,0,0,8,161,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,29,0,0,0,0,5,165,43,165,1,0,0,0,0,47,140,128,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,24,24,0,0,0,0,0,102,113,21,0,0,0,0,0,2,26,1,0,0,0,0,0,0,0
Left Turn_original_13.png_6189586a-a314-41ba-bda1-013c94a6087c.png,0,24,171,0,0,0,0,0,11,89,94,2,7,2,0,0,10,10,2,2,10,4,2,2,6,2,0,0,0,0,0,1,45,80,171,0,0,0,0,5,171,171,66,0,0,0,0,11,77,14,0,0,4,4,2,4,3,3,0,0,1,0,0,1,123,6,2,0,0,0,0,35,171,4,0,0,0,0,0,56,92,2,0,1,3,1,0,6,3,1,0,0,0,1,0,1,118,0,0,0,0,0,0,34,171,0,0,0,0,0,0,58,53,0,0,0,2,2,1,7,1,0,0,0,0,0,1,2
Left Turn_original_13.png_77dddcb6-4a58-4e53-8251-ad6690da4419.png,0,22,126,0,0,0,0,0,0,40,103,0,0,0,0,0,5,39,22,0,0,0,0,0,2,2,0,0,0,0,0,0,1,56,155,0,0,0,0,1,26,153,155,0,0,0,0,3,151,155,51,0,0,0,0,2,20,6,0,0,0,0,0,0,9,13,40,0,0,0,5,29,118,37,36,0,0,0,1,84,155,32,3,0,0,0,0,53,36,1,0,0,0,0,0,2,28,0,0,0,0,0,1,18,148,0,0,0,0,0,0,48,155,0,0,0,0,0,0,32,23,0,0,0,0,0,0,1
Left Turn_original_13.png_7cedecd9-4ba1-4098-87b2-afae76e1f6e0.png,155,11,0,0,0,0,0,0,112,3,0,0,0,0,0,3,155,5,0,0,0,0,0,0,21,1,0,0,24,2,0,0,155,13,0,0,0,0,0,1,148,4,0,0,0,0,1,6,155,7,0,0,0,0,0,2,30,1,0,0,27,2,0,0,155,4,0,0,0,0,0,6,144,1,0,0,0,0,6,25,155,1,0,0,0,0,1,13,33,0,0,0,20,4,0,0,155,6,0,0,0,0,0,4,127,2,0,0,0,0,3,12,127,2,0,0,0,0,1,7,27,1,0,0,12,2,0,0
